system:index,date,soil_temp,.geo
20200905,2020-09-05,26.929593022664392,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200906,2020-09-06,27.66690915425619,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200907,2020-09-07,27.910551325480185,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200908,2020-09-08,28.498722966512048,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200909,2020-09-09,28.253391520182333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200910,2020-09-10,27.004221852620446,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200911,2020-09-11,27.721708552042685,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200912,2020-09-12,26.896335856119833,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200913,2020-09-13,26.656839625040732,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200914,2020-09-14,27.307365036010765,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200915,2020-09-15,27.143023427327478,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200916,2020-09-16,27.588790512084984,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200917,2020-09-17,27.84092038472494,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200918,2020-09-18,27.774239476521814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200919,2020-09-19,27.674272791544638,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200920,2020-09-20,27.594506200154626,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200921,2020-09-21,27.903398768107138,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200922,2020-09-22,27.880532836914085,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200923,2020-09-23,26.954837417602562,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200924,2020-09-24,27.463206863403343,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200925,2020-09-25,27.092795308430993,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200926,2020-09-26,26.46230023701986,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200927,2020-09-27,26.74159202575686,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200928,2020-09-28,27.103415425618493,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200929,2020-09-29,27.693258539835654,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200930,2020-09-30,27.89155286153158,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201001,2020-10-01,27.621127700805687,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201002,2020-10-02,26.752301152547204,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201003,2020-10-03,26.283930714925134,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201004,2020-10-04,27.849766031901083,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201005,2020-10-05,27.102447764078818,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201006,2020-10-06,27.74076169331869,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201007,2020-10-07,26.479146575927757,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201008,2020-10-08,26.518049494425497,"{""type"":""MultiPoint"",""coordinates"":[]}"
