date,soil_temp
2020-04-24,28.466086324055997
2020-04-25,28.14089546203616
2020-04-26,27.23337135314944
2020-04-27,27.67879511515304
2020-04-28,27.66506919860842
2020-04-29,27.685962931315142
2020-04-30,27.93791224161788
2020-05-01,27.348428344726585
2020-05-02,28.117880121866904
2020-05-03,28.292036946614587
2020-05-04,28.57542889912924
2020-05-05,28.77466799418136
2020-05-06,28.68283678690597
2020-05-07,28.53266677856448
2020-05-08,28.21953226725265
2020-05-09,28.380821482340536
2020-05-10,27.611983235677087
2020-05-11,28.297031656901083
2020-05-12,28.307916895548544
2020-05-13,27.1682118733724
2020-05-14,28.57096633911135
2020-05-15,28.807321802775107
2020-05-16,28.440804417928064
2020-05-17,26.763855870564782
2020-05-18,28.43015124003097
2020-05-19,28.832999801635765
2020-05-20,27.97732569376632
2020-05-21,28.574538167317712
2020-05-22,28.66480979919436
2020-05-23,27.812805430094443
2020-05-24,27.90316225687667
2020-09-05,26.929593022664392
2020-09-06,27.66690915425619
2020-09-07,27.910551325480185
2020-09-08,28.498722966512048
2020-09-09,28.253391520182333
2020-09-10,27.004221852620446
2020-09-11,27.721708552042685
2020-09-12,26.896335856119837
2020-09-13,26.65683962504073
2020-09-14,27.307365036010765
2020-09-15,27.14302342732748
2020-09-16,27.588790512084984
2020-09-17,27.84092038472494
2020-09-18,27.774239476521814
2020-09-19,27.67427279154464
2020-09-20,27.594506200154623
2020-09-21,27.903398768107134
2020-09-22,27.880532836914085
2020-09-23,26.95483741760256
2020-09-24,27.463206863403343
2020-09-25,27.092795308430997
2020-09-26,26.46230023701986
2020-09-27,26.74159202575686
2020-09-28,27.103415425618493
2020-09-29,27.693258539835654
2020-09-30,27.89155286153158
2020-10-01,27.621127700805687
2020-10-02,26.752301152547204
2020-10-03,26.28393071492513
2020-10-04,27.849766031901083
2020-10-05,27.102447764078818
2020-10-06,27.74076169331869
2020-10-07,26.47914657592776
2020-10-08,26.518049494425497
2020-10-09,26.956662114461267
2020-10-10,26.75704663594564
2020-10-11,26.845402654012048
2020-10-12,27.602433141072595
2020-10-13,26.336373265584317
2020-10-14,27.2704737345378
2020-10-15,27.21246426900228
2020-10-16,27.24086850484213
2020-10-17,27.564108149210654
2020-10-18,27.86075681050619
2020-10-19,28.331624603271507
2020-10-20,28.22540117899581
2020-10-21,27.767182286580407
2020-10-22,26.85403722127279
2020-10-23,27.291061019897484
2020-10-24,27.391357676188196
2020-10-25,26.968994394938196
2020-10-26,26.241265869140648
2020-10-27,27.562181727091517
2020-10-28,27.964777882893884
2020-10-29,28.136748250325525
2020-10-30,28.19784507751467
2020-10-31,27.727376556396507
2020-11-01,27.18805147806808
2020-11-02,26.86633516947433
2020-11-03,27.079873657226585
2020-11-04,26.124339675903343
2020-11-05,27.155993398030603
2020-11-06,27.32071520487472
2020-11-07,26.94098052978518
2020-11-08,27.12234141031905
2020-11-09,26.662916437784872
2020-11-10,27.03060111999514
2020-11-11,27.592587407430017
2020-11-12,27.69115282694503
2020-11-13,27.788097000122093
2020-11-14,27.25273539225265
2020-11-15,27.596116638183616
2020-11-16,27.38095054626467
2020-11-17,27.11768175760909
2020-11-18,26.917816416422568
2020-11-19,27.53663279215499
2020-11-20,27.422717666626
2020-11-21,26.333315785725915
2020-11-22,27.11113128662112
2020-11-23,26.49041709899905
2020-11-24,26.222810363769558
2021-03-05,29.57965431213381
2021-03-06,28.35686963399252
2021-03-07,26.94703381856283
2021-03-08,28.00530268351241
2021-03-09,28.299424743652366
2021-03-10,28.502238845825214
2021-03-11,28.53434270222982
2021-03-12,27.11729329427084
2021-03-13,27.45048929850265
2021-03-14,27.92097625732424
2021-03-15,27.99016405741378
2021-03-16,28.13261502583822
2021-03-17,27.496451950073265
2021-03-18,27.901512400309286
2021-03-19,27.66361262003585
2021-03-20,28.060687637329124
2021-03-21,27.90076599121096
2021-03-22,28.197248713175497
2021-03-23,27.8920786539714
2021-03-24,26.21199442545577
2021-03-25,26.639651234944665
2021-03-26,27.32716458638509
2021-03-27,27.793353652954124
2021-03-28,28.43371734619143
2021-03-29,27.85739987691244
2021-03-30,28.4201541900635
2021-03-31,28.061620966593463
2021-04-01,28.62504603068038
2021-04-02,29.092553710937523
2021-04-03,28.61126543680831
2021-04-04,28.317401504516624
2021-04-05,28.291860198974632
2021-04-06,28.549131011962917
2021-04-07,28.03610000610354
2021-04-08,28.11535224914553
2021-04-09,28.30388539632162
2021-04-10,28.14597155253097
2021-04-11,28.16216875712081
2021-04-12,27.820848719279013
2021-04-13,27.948685582478845
2021-04-14,27.76429710388186
2021-04-15,28.283789571126302
2021-04-16,27.69090296427413
2021-04-17,27.88034655253097
2021-04-18,27.937409337361657
2021-04-19,28.05578765869143
2021-04-20,28.30660527547201
2021-04-21,28.819022750854515
2021-04-22,27.99513333638509
2021-04-23,28.087510681152366
2021-04-24,28.026115036010765
2021-04-25,28.13123219807943
2021-04-26,28.08367881774905
2021-04-27,27.82141202290853
2021-04-28,28.02814890543624
2021-04-29,27.859773254394558
2021-04-30,27.79720522562667
2021-05-01,28.373888270060263
2021-05-02,27.901143646240257
2021-05-03,28.243030166626
2021-05-04,27.89189936319991
2021-05-05,28.041653569539392
2021-05-06,27.74636357625326
2021-05-07,28.01574923197433
2021-05-08,27.80252927144369
2021-05-09,28.402534103393577
2021-05-10,28.712592697143577
2021-05-11,28.161583201090536
2021-05-12,27.97065124511721
2021-05-13,28.502723312377952
2021-05-14,27.619001642863
2021-05-15,28.427814102172874
2021-05-16,28.538985824584984
2021-05-17,27.353897349039755
2021-05-18,27.030241266886435
2021-05-19,27.22349065144857
2021-05-20,27.916330591837607
2021-05-21,27.776350275675497
2021-05-22,27.635329182942712
2021-05-23,28.118304824829124
2021-05-24,28.36403617858889
2021-09-05,27.30938555399581
2021-09-06,27.711534118652366
2021-09-07,27.74950243632003
2021-09-08,27.849919255574548
2021-09-09,27.10713666280111
2021-09-10,27.582669194539392
2021-09-11,27.745042419433616
2021-09-12,27.77641067504885
2021-09-13,26.937396621704124
2021-09-14,27.679321543375693
2021-09-15,27.862585322062216
2021-09-16,28.14109191894533
2021-09-17,28.456956481933616
2021-09-18,27.176564788818386
2021-09-19,26.55087178548177
2021-09-20,26.858965810139978
2021-09-21,28.195970789591517
2021-09-22,27.78103917439779
2021-09-23,28.15744679768881
2021-09-24,28.14078610738119
2021-09-25,28.381138737996423
2021-09-26,28.05571708679201
2021-09-27,27.042029953002952
2021-09-28,27.29741630554201
2021-09-29,27.24312108357748
2021-09-30,26.6816338857015
2021-10-01,26.87997271219893
2021-10-02,26.57266451517745
2021-10-03,28.022630945841517
2021-10-04,27.973877207438196
2021-10-05,27.100848134358728
2021-10-06,27.24391644795736
2021-10-07,27.02508188883468
2021-10-08,28.161207453409872
2021-10-09,28.60379880269369
2021-10-10,28.795014317830407
2021-10-11,27.86304054260256
2021-10-12,28.742853418986044
2021-10-13,28.72001800537112
2021-10-14,28.73405036926272
2021-10-15,28.592743174235068
2021-10-16,28.761091486613
2021-10-17,28.466446177164755
2021-10-18,27.811685816446985
2021-10-19,27.60666936238607
2021-10-20,26.449690119425497
2021-10-21,26.61331392923995
2021-10-22,27.388950602213583
2021-10-23,27.49504750569662
2021-10-24,27.57570927937826
2021-10-25,27.53838691711428
2021-10-26,28.12203496297201
2021-10-27,27.45709063212081
2021-10-28,28.305494562784872
2021-10-29,27.6362237294515
2021-10-30,27.888695653279623
2021-10-31,26.98780975341799
2021-11-01,27.981657282511435
2021-11-02,27.532793935139978
2021-11-03,26.58345184326174
2021-11-04,27.28103408813479
2021-11-05,27.62927462259933
2021-11-06,27.648723220825214
2021-11-07,27.78778038024905
2021-11-08,27.76897265116378
2021-11-09,28.08961575826009
2021-11-10,26.711897786458337
2021-11-11,26.329810714721702
2021-11-12,26.63412055969241
2021-11-13,26.60326093037924
2021-11-14,27.128643290201865
2021-11-15,27.83453458150228
2021-11-16,27.73620185852053
2021-11-17,26.682468032836937
2021-11-18,26.7500104268392
2021-11-19,27.63558731079104
2021-11-20,27.17815297444662
2021-11-21,26.86663525899252
2021-11-22,26.43670234680178
2021-11-23,26.874204254150413
2021-11-24,27.02227617899581
