system:index,date,soil_temp,.geo
20191021,2019-10-21,27.192266082763695,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191022,2019-10-22,27.386437352498376,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191023,2019-10-23,26.955598449707054,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191024,2019-10-24,27.70999361673995,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191025,2019-10-25,27.202599461873376,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191026,2019-10-26,27.136003748575888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191027,2019-10-27,27.013838068644247,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191028,2019-10-28,26.46933263142904,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191029,2019-10-29,27.00117136637374,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191030,2019-10-30,27.031032816569052,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191031,2019-10-31,27.142337417602562,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191101,2019-11-01,27.281451797485374,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191102,2019-11-02,26.88608322143557,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191103,2019-11-03,27.245830154418968,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191104,2019-11-04,27.492980575561546,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191105,2019-11-05,27.847596104939782,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191106,2019-11-06,27.591465250651083,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191107,2019-11-07,27.379831568400107,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191108,2019-11-08,26.71258443196615,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191109,2019-11-09,27.139433161417685,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191110,2019-11-10,27.191463724772177,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191111,2019-11-11,26.71125755310061,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191112,2019-11-12,27.061661020914755,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191113,2019-11-13,27.599550501505576,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191114,2019-11-14,27.207286453247093,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191115,2019-11-15,26.282492574055993,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191116,2019-11-16,27.208296712239587,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191117,2019-11-17,27.441985066731775,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191118,2019-11-18,27.27976506551107,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191119,2019-11-19,27.127186711629236,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191120,2019-11-20,27.21985778808596,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191121,2019-11-21,27.73263829549154,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191122,2019-11-22,26.94346644083663,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191123,2019-11-23,27.175462977091513,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191124,2019-11-24,26.94207661946615,"{""type"":""MultiPoint"",""coordinates"":[]}"
