system:index,date,soil_temp,.geo
20190420,2019-04-20,28.348214085896814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190421,2019-04-21,28.332583999633812,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190422,2019-04-22,28.493405914306663,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190423,2019-04-23,28.453947957356775,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190424,2019-04-24,28.53914604187014,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190425,2019-04-25,28.556600189209007,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190426,2019-04-26,28.505219395955407,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190427,2019-04-27,27.762130355834984,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190428,2019-04-28,28.64445584615072,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190429,2019-04-29,29.19987258911135,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190430,2019-04-30,27.644925053914392,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190501,2019-05-01,27.973303731282556,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190502,2019-05-02,29.15092239379885,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190503,2019-05-03,29.50635681152346,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190504,2019-05-04,28.79682884216311,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190505,2019-05-05,28.36543744405111,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190506,2019-05-06,28.434062576293968,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190507,2019-05-07,28.646916325887048,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190508,2019-05-08,28.18306376139327,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190509,2019-05-09,27.963482793172204,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190510,2019-05-10,28.342017745971702,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190511,2019-05-11,28.903534189860068,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190512,2019-05-12,28.707182820638025,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190513,2019-05-13,28.508397038777673,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190514,2019-05-14,28.546461359659872,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190515,2019-05-15,27.91663195292159,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190516,2019-05-16,27.94824879964193,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190517,2019-05-17,28.08194821675619,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190518,2019-05-18,28.57572708129885,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190519,2019-05-19,28.23248697916671,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190520,2019-05-20,28.262636439005576,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190521,2019-05-21,28.1665976206462,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190522,2019-05-22,27.669789886474632,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190523,2019-05-23,27.77420260111495,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190524,2019-05-24,28.300961430867517,"{""type"":""MultiPoint"",""coordinates"":[]}"
