system:index,date,soil_temp,.geo
20210305,2021-03-05,29.579654312133812,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210306,2021-03-06,28.356869633992517,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210307,2021-03-07,26.94703381856283,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210308,2021-03-08,28.00530268351241,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210309,2021-03-09,28.299424743652366,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210310,2021-03-10,28.502238845825218,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210311,2021-03-11,28.53434270222982,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210312,2021-03-12,27.117293294270837,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210313,2021-03-13,27.450489298502646,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210314,2021-03-14,27.92097625732424,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210315,2021-03-15,27.99016405741378,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210316,2021-03-16,28.13261502583822,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210317,2021-03-17,27.496451950073265,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210318,2021-03-18,27.901512400309286,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210319,2021-03-19,27.66361262003585,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210320,2021-03-20,28.060687637329124,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210321,2021-03-21,27.90076599121096,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210322,2021-03-22,28.197248713175497,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210323,2021-03-23,27.892078653971396,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210324,2021-03-24,26.21199442545577,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210325,2021-03-25,26.639651234944665,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210326,2021-03-26,27.327164586385095,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210327,2021-03-27,27.793353652954124,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210328,2021-03-28,28.43371734619143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210329,2021-03-29,27.85739987691244,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210330,2021-03-30,28.4201541900635,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210331,2021-03-31,28.061620966593466,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210401,2021-04-01,28.62504603068038,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210402,2021-04-02,29.092553710937523,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210403,2021-04-03,28.61126543680831,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210404,2021-04-04,28.317401504516624,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210405,2021-04-05,28.291860198974632,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210406,2021-04-06,28.549131011962913,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210407,2021-04-07,28.03610000610354,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210408,2021-04-08,28.11535224914553,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210409,2021-04-09,28.30388539632162,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210410,2021-04-10,28.145971552530966,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210411,2021-04-11,28.16216875712081,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210412,2021-04-12,27.820848719279013,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210413,2021-04-13,27.948685582478845,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210414,2021-04-14,27.76429710388186,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210415,2021-04-15,28.283789571126306,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210416,2021-04-16,27.69090296427413,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210417,2021-04-17,27.880346552530966,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210418,2021-04-18,27.937409337361657,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210419,2021-04-19,28.05578765869143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210420,2021-04-20,28.30660527547201,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210421,2021-04-21,28.819022750854515,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210422,2021-04-22,27.995133336385095,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210423,2021-04-23,28.087510681152366,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210424,2021-04-24,28.026115036010765,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210425,2021-04-25,28.13123219807943,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210426,2021-04-26,28.083678817749046,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210427,2021-04-27,27.821412022908532,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210428,2021-04-28,28.02814890543624,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210429,2021-04-29,27.859773254394554,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210430,2021-04-30,27.79720522562667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210501,2021-05-01,28.373888270060263,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210502,2021-05-02,27.901143646240257,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210503,2021-05-03,28.243030166626,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210504,2021-05-04,27.89189936319991,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210505,2021-05-05,28.041653569539392,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210506,2021-05-06,27.74636357625326,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210507,2021-05-07,28.015749231974326,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210508,2021-05-08,27.80252927144369,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210509,2021-05-09,28.402534103393577,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210510,2021-05-10,28.712592697143577,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210511,2021-05-11,28.161583201090536,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210512,2021-05-12,27.97065124511721,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210513,2021-05-13,28.502723312377952,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210514,2021-05-14,27.619001642862997,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210515,2021-05-15,28.427814102172874,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210516,2021-05-16,28.538985824584984,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210517,2021-05-17,27.353897349039755,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210518,2021-05-18,27.030241266886435,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210519,2021-05-19,27.22349065144857,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210520,2021-05-20,27.916330591837607,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210521,2021-05-21,27.776350275675497,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210522,2021-05-22,27.635329182942712,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210523,2021-05-23,28.118304824829124,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210524,2021-05-24,28.36403617858889,"{""type"":""MultiPoint"",""coordinates"":[]}"
