system:index,date,no2,.geo
20190921T070303_20190921T074947,2019-09-21,6.208467642031085E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190921T070803_20190921T075054,2019-09-21,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190922T064303_20190922T072959,2019-09-22,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190922T064803_20190922T073128,2019-09-22,6.639669972499656E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190923T062803_20190923T071323,2019-09-23,5.27850188120394E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190924T060803_20190924T065721,2019-09-24,3.858161698375937E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190925T054803_20190925T063205,2019-09-25,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190925T072803_20190925T081459,2019-09-25,7.50285344712227E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190926T071303_20190926T075600,2019-09-26,5.2227983801444335E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190927T065303_20190927T073903,2019-09-27,7.205191201315755E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190928T063303_20190928T072052,2019-09-28,5.619568299134613E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190929T061303_20190929T065928,2019-09-29,2.705998629836519E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190930T055303_20190930T063933,2019-09-30,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190930T055803_20190930T064346,2019-09-30,3.349934003479709E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191001T071803_20191001T080246,2019-10-01,6.134257388049686E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191002T065803_20191002T074357,2019-10-02,6.987274110062528E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191003T063803_20191003T072658,2019-10-03,3.695096632515128E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191003T064303_20191003T073412,2019-10-03,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191004T061803_20191004T070426,2019-10-04,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191004T062303_20191004T071912,2019-10-04,5.704787441607678E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191005T060303_20191005T064954,2019-10-05,5.3128425112356975E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191006T072303_20191006T081012,2019-10-06,6.14208477387151E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191007T070303_20191007T074828,2019-10-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191007T070803_20191007T074946,2019-10-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191008T064303_20191008T072759,2019-10-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191008T064803_20191008T073145,2019-10-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191009T062803_20191009T071315,2019-10-09,1.0339934398233401E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191010T060803_20191010T065300,2019-10-10,5.685333453726E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191011T054803_20191011T063350,2019-10-11,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191011T072803_20191011T081434,2019-10-11,6.596114777352931E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191012T071303_20191012T075456,2019-10-12,6.375534384921924E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191013T065303_20191013T073850,2019-10-13,5.0375040062705985E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191014T063303_20191014T071754,2019-10-14,5.880029622374982E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191015T061303_20191015T065909,2019-10-15,6.07376787108881E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191016T055303_20191016T063939,2019-10-16,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191016T055803_20191016T064331,2019-10-16,7.131393096846139E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191017T071803_20191017T080221,2019-10-17,7.523243292946631E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191018T065803_20191018T074517,2019-10-18,6.240082767871032E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191019T063803_20191019T072449,2019-10-19,5.059260736135469E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191019T064303_20191019T072529,2019-10-19,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191020T061803_20191020T070516,2019-10-20,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191020T062303_20191020T070557,2019-10-20,5.554476312106052E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191021T055944_20191021T064543,2019-10-21,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191021T060444_20191021T064853,2019-10-21,4.0355861083092134E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191022T054444_20191022T063422,2019-10-22,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191022T072444_20191022T081050,2019-10-22,4.175245840939992E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191023T070444_20191023T075114,2019-10-23,3.965918477351775E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191024T064444_20191024T073058,2019-10-24,4.636776747259959E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191024T064944_20191024T073507,2019-10-24,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191025T062444_20191025T070823,2019-10-25,5.346234888537723E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191025T062944_20191025T071243,2019-10-25,5.410275277894981E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191026T060944_20191026T065216,2019-10-26,8.296422223525957E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191027T054944_20191027T063449,2019-10-27,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191027T072944_20191027T081504,2019-10-27,4.168564134912692E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191028T070944_20191028T075329,2019-10-28,4.483672963765019E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191028T071444_20191028T075903,2019-10-28,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191029T064944_20191029T073223,2019-10-29,6.160873452201732E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191029T065444_20191029T073304,2019-10-29,6.173174270517225E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191030T063444_20191030T071845,2019-10-30,3.934036736607881E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191031T061444_20191031T070027,2019-10-31,4.919082441097723E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191101T055444_20191101T064042,2019-11-01,4.515350154201927E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191101T073444_20191101T081838,2019-11-01,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191102T071706_20191102T075934,2019-11-02,5.1878551552420056E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191103T065706_20191103T074034,2019-11-03,4.105803681007439E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191103T070206_20191103T074452,2019-11-03,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191104T063706_20191104T072137,2019-11-04,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191104T064206_20191104T072647,2019-11-04,1.0154667688766496E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191105T062206_20191105T070746,2019-11-05,4.951451046508737E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191106T060206_20191106T064659,2019-11-06,5.9866829911655395E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191107T072206_20191107T080545,2019-11-07,8.172183152055368E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191107T072706_20191107T081111,2019-11-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191108T070206_20191108T074559,2019-11-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191108T070706_20191108T075044,2019-11-08,5.546781257819255E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191109T064706_20191109T073334,2019-11-09,5.8923200850843876E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191110T062706_20191110T071037,2019-11-10,4.151933227979193E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191111T060706_20191111T065038,2019-11-11,8.541510225616742E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191112T055206_20191112T063841,2019-11-12,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191112T073206_20191112T081655,2019-11-12,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191113T071014_20191113T075752,2019-11-13,6.62435113214087E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191113T071514_20191113T075850,2019-11-13,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191114T065014_20191114T073444,2019-11-14,8.006514780624473E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191114T065514_20191114T073957,2019-11-14,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191115T063514_20191115T071949,2019-11-15,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191116T061514_20191116T070032,2019-11-16,4.59211509958862E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191117T055514_20191117T064211,2019-11-17,4.977000718058528E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191117T073514_20191117T082244,2019-11-17,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191118T071514_20191118T075952,2019-11-18,8.055445419282533E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191118T072014_20191118T080425,2019-11-18,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191119T070014_20191119T074212,2019-11-19,5.30339465761809E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191120T064014_20191120T072432,2019-11-20,3.964850170936893E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191121T062014_20191121T070753,2019-11-21,4.160732843036559E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191122T060014_20191122T064517,2019-11-22,4.910544268364115E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191122T060514_20191122T065032,2019-11-22,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191122T074014_20191122T082721,2019-11-22,,"{""type"":""MultiPoint"",""coordinates"":[]}"
20191124T070441_20191124T105157,2019-11-24,4.584700117175552E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
