date,soil_moisture
2020-04-12,0.2929871877034505
2020-04-13,0.3424383799235026
2020-04-14,0.3548088073730469
2020-04-15,0.334692637125651
2020-04-16,0.3537794748942057
2020-04-17,0.3847471872965495
2020-04-18,0.3757222493489583
2020-04-19,0.361707051595052
2020-04-20,0.3348242441813151
2020-04-21,0.3257821400960286
2020-04-22,0.3670603434244792
2020-04-23,0.4031302134195964
2020-04-24,0.4034411112467448
2020-04-25,0.4258581797281901
2020-04-26,0.4364795684814453
2020-04-27,0.4211629231770833
2020-04-28,0.4384899139404297
2020-04-29,0.4354775746663411
2020-04-30,0.4345410664876302
2020-05-01,0.4338003794352214
2020-05-02,0.4161008199055989
2020-05-03,0.4211584726969401
2020-05-04,0.3946317036946614
2020-05-05,0.4070580800374349
2020-05-06,0.4163748423258464
2020-05-07,0.4099445343017578
2020-05-08,0.4062023162841797
2020-05-09,0.3931554158528645
2020-05-10,0.4121131896972656
2020-05-11,0.4149157206217448
2020-05-12,0.4141680399576823
2020-05-13,0.4159603118896484
2020-05-14,0.3830064137776692
2020-05-15,0.3691914876302083
2020-05-16,0.4180755615234375
2020-05-17,0.4295756022135417
2020-05-18,0.3993231455485026
2020-05-19,0.3778088887532552
2020-05-20,0.4188073476155599
2020-05-21,0.4033457438151042
2020-05-22,0.4013252258300781
2020-05-23,0.4206841786702474
2020-05-24,0.3977648417154948
2020-09-05,0.3814646402994792
2020-09-06,0.3385111490885417
2020-09-07,0.3116467793782552
2020-09-08,0.3030242919921875
2020-09-09,0.3483212788899739
2020-09-10,0.4074846903483073
2020-09-11,0.4106114705403645
2020-09-12,0.4322032928466797
2020-09-13,0.4313532511393229
2020-09-14,0.4177748362223307
2020-09-15,0.3992284138997395
2020-09-16,0.3740558624267578
2020-09-17,0.3605696360270182
2020-09-18,0.3672351837158203
2020-09-19,0.361233393351237
2020-09-20,0.354827880859375
2020-09-21,0.3476670583089192
2020-09-22,0.3467737833658854
2020-09-23,0.3839772542317708
2020-09-24,0.3878968556722005
2020-09-25,0.4070154825846354
2020-09-26,0.4278793334960937
2020-09-27,0.4114818572998047
2020-09-28,0.3842817942301432
2020-09-29,0.3658638000488281
2020-09-30,0.3882897694905599
2020-10-01,0.4278895060221354
2020-10-02,0.4383443196614583
2020-10-03,0.4277458190917969
2020-10-04,0.3988997141520182
2020-10-05,0.4204006195068359
2020-10-06,0.4042320251464844
2020-10-07,0.4288094838460286
2020-10-08,0.4400107065836589
2020-10-09,0.4102096557617187
2020-10-10,0.4123916625976562
2020-10-11,0.4121087392171224
2020-10-12,0.4068622589111328
2020-10-13,0.4343516031901042
2020-10-14,0.4257399241129557
2020-10-15,0.413675308227539
2020-10-16,0.3932215372721354
2020-10-17,0.3729368845621745
2020-10-18,0.3570493062337239
2020-10-19,0.3443005879720052
2020-10-20,0.3413448333740234
2020-10-21,0.3767878214518229
2020-10-22,0.4091192881266276
2020-10-23,0.3858146667480469
2020-10-24,0.4191665649414062
2020-10-25,0.4211667378743489
2020-10-26,0.4055951436360677
2020-10-27,0.3731555938720703
2020-10-28,0.3565540313720703
2020-10-29,0.3458697001139323
2020-10-30,0.3412100474039714
2020-10-31,0.3886947631835937
2020-11-01,0.3952560424804687
2020-11-02,0.404340108235677
2020-11-03,0.4061539967854817
2020-11-04,0.4162209828694661
2020-11-05,0.4102179209391276
2020-11-06,0.4264036814371745
2020-11-07,0.4310766855875651
2020-11-08,0.4267419179280599
2020-11-09,0.4408480326334635
2020-11-10,0.4260196685791015
2020-11-11,0.4195226033528645
2020-11-12,0.4204400380452474
2020-11-13,0.4288285573323567
2020-11-14,0.4275315602620442
2020-11-15,0.4352016448974609
2020-11-16,0.4352474212646484
2020-11-17,0.437695821126302
2020-11-18,0.4129772186279297
2020-11-19,0.424191157023112
2020-11-20,0.4320068359375
2020-11-21,0.437140146891276
2020-11-22,0.4144465128580729
2020-11-23,0.4358418782552083
2020-11-24,0.4403374989827474
2021-03-05,0.2961324055989583
2021-03-06,0.3714396158854167
2021-03-07,0.3976542154947917
2021-03-08,0.3574263254801432
2021-03-09,0.3219502766927083
2021-03-10,0.2960866292317708
2021-03-11,0.2798512776692708
2021-03-12,0.3860174814860026
2021-03-13,0.4146811167399089
2021-03-14,0.3910897572835286
2021-03-15,0.375500996907552
2021-03-16,0.3946978251139323
2021-03-17,0.3932660420735677
2021-03-18,0.3673604329427083
2021-03-19,0.3762645721435547
2021-03-20,0.378125508626302
2021-03-21,0.3823680877685547
2021-03-22,0.3628419240315755
2021-03-23,0.3843123118082682
2021-03-24,0.4415245056152344
2021-03-25,0.4395682017008464
2021-03-26,0.4337355295817057
2021-03-27,0.418219248453776
2021-03-28,0.3883539835611979
2021-03-29,0.3802903493245442
2021-03-30,0.3813374837239583
2021-03-31,0.4107335408528645
2021-04-01,0.3851585388183594
2021-04-02,0.3593902587890625
2021-04-03,0.3496786753336589
2021-04-04,0.3927218119303385
2021-04-05,0.3961257934570312
2021-04-06,0.3991711934407552
2021-04-07,0.4210033416748047
2021-04-08,0.4192409515380859
2021-04-09,0.4109052022298177
2021-04-10,0.414981206258138
2021-04-11,0.4236278533935547
2021-04-12,0.4085585276285807
2021-04-13,0.402587890625
2021-04-14,0.4128214518229167
2021-04-15,0.4100246429443359
2021-04-16,0.4126548767089844
2021-04-17,0.410230000813802
2021-04-18,0.4128684997558594
2021-04-19,0.4163856506347656
2021-04-20,0.3910160064697265
2021-04-21,0.3677056630452474
2021-04-22,0.4127667744954427
2021-04-23,0.4163958231608073
2021-04-24,0.4310315450032552
2021-04-25,0.420053482055664
2021-04-26,0.4216206868489583
2021-04-27,0.4115606943766276
2021-04-28,0.4124520619710286
2021-04-29,0.4254093170166015
2021-04-30,0.4078222910563151
2021-05-01,0.3891658782958984
2021-05-02,0.4004421234130859
2021-05-03,0.3965504964192708
2021-05-04,0.419046401977539
2021-05-05,0.4311669667561849
2021-05-06,0.4326051076253255
2021-05-07,0.4161173502604167
2021-05-08,0.4280567169189453
2021-05-09,0.4162279764811198
2021-05-10,0.3990027109781901
2021-05-11,0.411935806274414
2021-05-12,0.431863784790039
2021-05-13,0.4314206441243489
2021-05-14,0.4296271006266276
2021-05-15,0.4295819600423177
2021-05-16,0.4313208262125651
2021-05-17,0.4444974263509114
2021-05-18,0.4391307830810547
2021-05-19,0.420474370320638
2021-05-20,0.412668228149414
2021-05-21,0.4178689320882161
2021-05-22,0.4047069549560547
2021-05-23,0.379468282063802
2021-05-24,0.3634732564290364
2021-09-05,0.3816083272298177
2021-09-06,0.3692213694254557
2021-09-07,0.3560835520426432
2021-09-08,0.3735485076904297
2021-09-09,0.391726811726888
2021-09-10,0.3640149434407552
2021-09-11,0.3541914621988932
2021-09-12,0.4174880981445312
2021-09-13,0.4202454884847005
2021-09-14,0.3913726806640625
2021-09-15,0.3882376352945964
2021-09-16,0.3727016448974609
2021-09-17,0.3677635192871094
2021-09-18,0.4107284545898437
2021-09-19,0.4371884663899739
2021-09-20,0.417880376180013
2021-09-21,0.4004529317220052
2021-09-22,0.4011497497558594
2021-09-23,0.3706194559733073
2021-09-24,0.368722915649414
2021-09-25,0.3616485595703125
2021-09-26,0.3964831034342448
2021-09-27,0.4087657928466797
2021-09-28,0.4281298319498698
2021-09-29,0.4411563873291015
2021-09-30,0.4359970092773437
2021-10-01,0.4142449696858724
2021-10-02,0.3985710144042969
2021-10-03,0.3749446868896484
2021-10-04,0.3648529052734375
2021-10-05,0.3604145050048828
2021-10-06,0.3493855794270833
2021-10-07,0.3490848541259765
2021-10-08,0.3233407338460286
2021-10-09,0.3043282826741536
2021-10-10,0.3009268442789714
2021-10-11,0.3046868642171224
2021-10-12,0.2802403767903645
2021-10-13,0.2628949483235677
2021-10-14,0.2485154469807942
2021-10-15,0.2294584910074869
2021-10-16,0.2212092081705729
2021-10-17,0.2781931559244792
2021-10-18,0.3418604532877604
2021-10-19,0.3805402119954427
2021-10-20,0.4292844136555989
2021-10-21,0.4210898081461589
2021-10-22,0.4231319427490234
2021-10-23,0.4255975087483724
2021-10-24,0.4311822255452474
2021-10-25,0.4274927775065104
2021-10-26,0.4169451395670573
2021-10-27,0.4170163472493489
2021-10-28,0.403943379720052
2021-10-29,0.3913784027099609
2021-10-30,0.4057515462239583
2021-10-31,0.4070173899332682
2021-11-01,0.4204858144124349
2021-11-02,0.4244772593180339
2021-11-03,0.4302851359049479
2021-11-04,0.434179941813151
2021-11-05,0.4291547139485677
2021-11-06,0.4175256093343099
2021-11-07,0.418130874633789
2021-11-08,0.3968772888183594
2021-11-09,0.4083093007405599
2021-11-10,0.4385973612467448
2021-11-11,0.4442501068115234
2021-11-12,0.4425093332926432
2021-11-13,0.435699462890625
2021-11-14,0.4129009246826172
2021-11-15,0.3964869181315104
2021-11-16,0.4209397633870442
2021-11-17,0.4386819203694661
2021-11-18,0.4329121907552083
2021-11-19,0.4164384206136067
2021-11-20,0.4300193786621094
2021-11-21,0.4420490264892578
2021-11-22,0.4296900431315104
2021-11-23,0.4155788421630859
2021-11-24,0.4375152587890625
